URIs,passage_URIs
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0003326,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/SentenceLayer/Liber_4/Sentence_730
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0003343,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_26/Paragraphus_2
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0003343,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/SentenceLayer/Liber_4/Sentence_731
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0003460,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_27/Paragraphus_3
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0003460,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/SentenceLayer/Liber_4/Sentence_737
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0003541,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_27/Paragraphus_7
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0003541,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/SentenceLayer/Liber_4/Sentence_741
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0003761,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_30/Paragraphus_1
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0003761,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/SentenceLayer/Liber_4/Sentence_749
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0003822,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_30/Paragraphus_2
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0003822,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/SentenceLayer/Liber_4/Sentence_749
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0003985,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_32/Paragraphus_2
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0003985,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/SentenceLayer/Liber_4/Sentence_756
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0004166,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_33/Paragraphus_3
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0004166,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/SentenceLayer/Liber_4/Sentence_762
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0004309,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_35/Paragraphus_1
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0004309,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/SentenceLayer/Liber_4/Sentence_770
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0004421,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_36/Paragraphus_3
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0004421,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/SentenceLayer/Liber_4/Sentence_776
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0004491,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_37/Paragraphus_2
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0004491,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/SentenceLayer/Liber_4/Sentence_779
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0000652,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_23
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0000652,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_7
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0001139,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_45
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0001139,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_12
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0001153,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_46
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0001153,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_13
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0001403,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_53
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0001403,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_15
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0001406,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_53
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0001406,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_15
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0001659,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_65
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0001659,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_17
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0002416,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_108
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0002416,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_24
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0003386,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_168
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0003386,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_33
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0003564,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_175
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0003564,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_36
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0003700,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_184
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0003700,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_37
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0004172,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_212
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0004172,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_42
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0005846,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_282
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0005846,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_62
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0005907,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_285
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0005907,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_63
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0005974,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_288
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0005974,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_64
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0006434,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_317
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0006434,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_69
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0006515,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_319
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0006515,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_70
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0006754,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_330
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0006754,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_74
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0007112,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_345
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0007112,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_78
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0007522,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_361
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0007522,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_83
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0007528,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_361
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0007528,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_83
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0009161,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/SentenceLayer/Sentence_440
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/Cicero_DeAmicitia_CicAmici.BPN_t_0009161,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroDe%20Amicitia/CiteStructure/Paragraphus_101
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0000342,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_1/Sentence_19
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0000342,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_1/Paragraphus_4/Linea_14
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0000658,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_1/Sentence_33
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0000658,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_1/Paragraphus_7/Linea_11
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0000768,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_1/Sentence_39
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0000768,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_1/Paragraphus_8/Linea_11
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0000894,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_1/Sentence_50
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0000894,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_1/Paragraphus_9/Linea_12
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0000981,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_1/Sentence_53
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0000981,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_1/Paragraphus_10/Linea_7
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0001062,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_1/Sentence_58
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0001062,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_1/Paragraphus_11/Linea_5
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0001205,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_1/Sentence_64
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0001205,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_1/Paragraphus_12/Linea_9
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0001231,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_1/Sentence_67
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0001231,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_1/Paragraphus_13/Linea_2
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0001506,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_1/Sentence_82
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0001506,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_1/Paragraphus_15/Linea_12
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0002028,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_1/Sentence_105
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0002028,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_1/Paragraphus_20/Linea_2
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0002085,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_1/Sentence_108
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0002085,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_1/Paragraphus_20/Linea_9
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0002388,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_1/Sentence_124
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0002388,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_1/Paragraphus_23/Linea_6
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0002748,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_1/Sentence_138
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0002748,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_1/Paragraphus_27/Linea_14
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0003046,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_1/Sentence_154
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat1.BPN_t_0003046,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_1/Paragraphus_30/Linea_8
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat2.BPN_t_0000131,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_2/Sentence_9
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat2.BPN_t_0000131,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_2/Paragraphus_2/Linea_3
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat2.BPN_t_0000376,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_2/Sentence_16
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat2.BPN_t_0000376,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_2/Paragraphus_4/Linea_8
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat2.BPN_t_0000580,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_2/Sentence_23
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat2.BPN_t_0000580,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_2/Paragraphus_6/Linea_6
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat2.BPN_t_0000638,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_2/Sentence_27
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat2.BPN_t_0000638,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_2/Paragraphus_6/Linea_13
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat2.BPN_t_0000908,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_2/Sentence_40
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat2.BPN_t_0000908,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_2/Paragraphus_10/Linea_2
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat2.BPN_t_0001144,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_2/Sentence_51
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat2.BPN_t_0001144,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/CiteStructure/Liber_2/Paragraphus_11/Linea_15
http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/Cicero_InCatilinam_CicCat2.BPN_t_0001359,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CiceroIn%20Catilinam/SentenceLayer/Liber_2/Sentence_61
